Compound_ID,Name,Other_name(Kegg_name),Formula,Molecular Weight,RT [min],Kegg_ID,KEGG_pathway,HMDB_ID,Lipidmaps_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),m/z
Com_8562_pos,Nor-9-carboxy-|?9-THC,--,C21 H28 O4,344.19645,6.881,--,--,--,--,--,--,--,--,--,--,345.20352
Com_8700_pos,(+/-)5(6)-EET Ethanolamide,--,C22 H37 N O3,341.29565,7.695,--,--,--,--,--,--,--,--,--,--,364.28482
Com_8738_pos,N-Stearoyl taurine,--,C20 H41 N O4 S,408.30327,9.477,--,--,HMDB0240595,LMFA08020078,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty Acyls [FA],Fatty amides [FA08],N-acyl amines [FA0802],409.31055
Com_8797_pos,Acetildenafil,--,C25 H34 N6 O3,466.27101,6.304,--,--,HMDB0060932,--,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,--,--,--,467.2785
Com_8892_pos,T-2 Toxin,T-2 Toxin,C24 H34 O9,483.24872,5.261,C09738,--,HMDB0036600,--,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,--,--,--,484.2558
Com_8902_pos,DKK,--,C16 H31 N5 O6,411.20891,5.46,--,--,--,--,--,--,--,--,--,--,412.21603
Com_8931_pos,4-(5-propyl-2-pyridyl)benzonitrile,--,C15 H14 N2,244.0945,5.38,--,--,--,--,--,--,--,--,--,--,245.10191
Com_9016_pos,"N1-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2,2-dimethylpropanamide",--,C14 H19 N O3,249.13695,5.407,--,--,--,--,--,--,--,--,--,--,250.14424
Com_9034_pos,2-[(3S)-1-(4-Fluorobenzyl)-3-pyrrolidinyl]-5-methyl-1H-benzimidazole,--,C19 H20 F N3,309.1667,4.92,--,--,--,--,--,--,--,--,--,--,310.17398
Com_9051_pos,(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide,--,C16 H22 N2 O4,306.15872,5.445,--,--,--,--,--,--,--,--,--,--,307.16556
Com_9053_pos,Oleoyl ethanolamide,--,C20 H39 N O2,307.28794,8.307,--,--,HMDB0002088,--,Organic nitrogen compounds,Organonitrogen compounds,Amines,--,--,--,308.29526
Com_9071_pos,"3,4-dihydroxy-4-(4-methoxyphenyl)-1,2,3,4-tetrahydroquinolin-2-one",--,C16 H15 N O4,267.08589,5.106,--,--,--,--,--,--,--,--,--,--,268.09317
Com_9119_pos,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol",--,C14 H20 O6,306.10884,5.619,--,--,--,--,--,--,--,--,--,--,307.11621
Com_9137_pos,LLK,--,C18 H36 N4 O4,186.1371,4.827,--,--,--,--,--,--,--,--,--,--,187.14433
Com_9186_pos,Mesalamine,--,C7 H7 N O3,153.04294,5.364,--,--,HMDB0014389,--,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,--,--,--,154.0502
Com_9207_pos,"2-(3,4-dihydroxyphenyl)acetamide",--,C8 H9 N O3,189.03806,1.348,--,--,--,--,--,--,--,--,--,--,190.04533
Com_9226_pos,"N,N-Dimethylarginine","NG,NG-Dimethyl-L-arginine; N,N-Dimethylarginine; Nomega,Nomega-Dimethyl-L-arginine; ADMA",C8 H18 N4 O2,202.14278,1.441,C03626,--,HMDB0001539,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,203.14993
Com_9268_pos,N-Acetylornithine,N-Acetylornithine; N2-Acetyl-L-ornithine,C7 H14 N2 O3,174.10053,1.466,C00437,map00220  Arginine biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01210  2-Oxocarboxylic acid metabolism;map01230  Biosynthesis of amino acids,HMDB0240589,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,175.10803
Com_9408_pos,PE (3:0/16:0),--,C24 H48 N O8 P,509.31294,9.36,--,--,--,--,--,--,--,--,--,--,510.32077
Com_9604_pos,Fmoc-L-Isoleucine,--,C21 H23 N O4,353.16107,4.947,--,--,--,--,--,--,--,--,--,--,707.32941
Com_9608_pos,Valerophenone,--,C11 H14 O,162.1048,8.687,--,--,--,--,--,--,--,--,--,--,163.11223
Com_9618_pos,3-Methoxycinnamic acid,--,C10 H10 O3,160.05281,5.762,--,--,--,--,--,--,--,--,--,--,161.05986
Com_9664_pos,N-Acetyl-aspartic acid,--,C6 H9 N O5,175.04836,2.071,--,--,--,--,--,--,--,--,--,--,176.0555
Com_9695_pos,"4-methoxy-9-(2-methylbut-3-en-2-yl)-7H-furo[3,2-g]chromen-7-one",--,C17 H16 O4,284.10502,6.862,--,--,--,--,--,--,--,--,--,--,285.11246
Com_9720_pos,6-Methoxyquinoline N-oxide,--,C10 H9 N O2,175.06358,6.034,--,--,--,--,--,--,--,--,--,--,176.07089
Com_9739_pos,Epitestosterone,--,C19 H28 O2,288.20923,6.331,--,--,HMDB0000628,LMST02020051,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Sterols [ST],Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],289.21646
Com_9762_pos,LSD-d3,--,C20 H22 [2]H3 N3 O,304.23866,10.527,--,--,--,--,--,--,--,--,--,--,305.24612
Com_9779_pos,1-(4-nitrophenyl)piperidine,--,C11 H14 N2 O2,206.10546,3.692,--,--,--,--,--,--,--,--,--,--,207.11267
Com_9868_pos,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine",--,C15 H9 F3 N2 O,290.06133,1.441,--,--,--,--,--,--,--,--,--,--,291.06857
Com_9873_pos,PE (8:0/8:0),--,C21 H42 N O8 P,467.26634,8,--,--,--,LMGP02010102,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],468.27371
Com_9896_pos,Noroxycodone-d3,--,C17 H16 [2]H3 N O4,322.161,5.222,--,--,--,--,--,--,--,--,--,--,323.16943
Com_9923_pos,"8,15-Dihete",--,C20 H32 O4,336.22994,5.746,--,--,HMDB0010219,LMFA03060109,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Hydroxy/hydroperoxyeicosatetraenoic acids [FA0306],337.23721
Com_9947_pos,Levalbuterol,R-Salbutamol; (-)-Salbutamol; Levalbuterol,C13 H21 N O3,221.13961,5.821,C11770,--,HMDB0001937,--,Benzenoids,Benzene and substituted derivatives,Benzyl alcohols,--,--,--,222.14709
Com_10014_pos,(+/-)11(12)-DiHET,--,C20 H34 O4,355.27259,5.453,--,--,--,--,--,--,--,--,--,--,356.27997
Com_10031_pos,4-Methylhippuric acid,--,C10 H11 N O3,211.08451,5.756,--,--,HMDB0013292,--,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,--,--,--,212.09178
Com_10040_pos,"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",--,C14 H14 O4,263.11593,5.569,--,--,--,--,--,--,--,--,--,--,264.12311
Com_10055_pos,"3b,7b-Dihydroxy-5-androsten-17-one",--,C19 H28 O3,304.20431,6.214,--,--,HMDB0004624,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,--,--,--,305.21167
Com_10186_pos,"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide",--,C13 H13 Cl N4 O,294.08843,2.496,--,--,--,--,--,--,--,--,--,--,295.09521
Com_10202_pos,"3,14-dihydro-15-keto-tetranor Prostaglandin E2",--,C16 H26 O5,320.1609,6.007,--,--,--,--,--,--,--,--,--,--,321.16812
Com_10218_pos,Sinapyl aldehyde,--,C11 H12 O4,208.07371,5.947,--,--,--,--,--,--,--,--,--,--,209.08101
Com_10248_pos,Sulforidazine,--,C21 H26 N2 O2 S2,402.14115,5.027,--,--,HMDB0042015,--,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,--,--,--,403.14838
Com_10345_pos,"N-(1,2-diphenylethyl)-N'-(4-fluorobenzyl)thiourea",--,C22 H21 F N2 S,364.13596,4.963,--,--,--,--,--,--,--,--,--,--,365.1434
Com_10364_pos,"5,6-dihydroxyindole",--,C8 H7 N O2,149.0481,4.585,--,--,HMDB0004058,--,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,--,--,--,150.05542
Com_10385_pos,3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate,--,C15 H9 N O2 S,284.06156,1.593,--,--,--,--,--,--,--,--,--,--,285.06879
Com_10386_pos,4-Hexyloxyaniline,--,C12 H19 N O,193.14683,6.135,--,--,--,--,--,--,--,--,--,--,194.15395
Com_10402_pos,Vardenafil N-oxide,--,C23 H32 N6 O5 S,504.2185,5.777,--,--,--,--,--,--,--,--,--,--,505.22565
Com_10482_pos,N1-(4-chlorophenyl)-3-(1H-pyrrol-1-ylmethyl)piperidine-1-carboxamide,--,C17 H20 Cl N3 O,317.12458,5.896,--,--,--,--,--,--,--,--,--,--,318.13196
Com_10579_pos,"1,3-Dimethyluric Acid",--,C7 H8 N4 O3,196.0591,5.947,--,--,HMDB0001857,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,197.06641
Com_10596_pos,Quinoline,Quinoline; Benzo[b]pyridine,C9 H7 N,129.05837,5.962,C06413,--,HMDB0033731,--,Organoheterocyclic compounds,Quinolines and derivatives,,--,--,--,130.06551
Com_10629_pos,Perillartine,--,C10 H15 N O,165.11581,5.902,--,--,HMDB0035652,--,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,--,--,--,166.12323
Com_10644_pos,Estradiol,Estradiol-17beta; Estradiol; beta-Estradiol,C18 H24 O2,272.17767,6.874,C00951,map01100  Metabolic pathways,HMDB0000151,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,--,--,--,273.18491
Com_10650_pos,Fucoxanthin,Fucoxanthin,C42 H58 O6,658.42521,9.087,C08596,--,HMDB0002741,LMPR01070300,Lipids and lipid-like molecules,Prenol lipids,Tetraterpenoids,Prenol Lipids [PR],Isoprenoids [PR01],C40 isoprenoids (tetraterpenes) [PR0107],659.4325
Com_10764_pos,"4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate",--,C15 H18 N2 O S,296.10079,2.263,--,--,--,--,--,--,--,--,--,--,297.10791
Com_10788_pos,4-Methoxycinnamaldehyde,p-Methoxycinnamaldehyde; 4-Methoxycinnamaldehyde,C10 H10 O2,162.06845,5.834,C10475,--,HMDB0032611,--,Phenylpropanoids and polyketides,Cinnamaldehydes,,--,--,--,163.07564
Com_10791_pos,5-Methyl-2'-deoxycytidine,5-Methyl-2'-deoxycytidine,C10 H15 N3 O4,241.10644,2.291,C03592,--,HMDB0002224,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,--,--,--,242.11351
Com_10821_pos,(+/-)5(6)-EET,--,C20 H32 O3,302.22505,8.297,--,--,--,--,--,--,--,--,--,--,303.23233
Com_10827_pos,"N-(2,3-dihydro-1H-inden-2-yl)-4-hydroxybutanamide",--,C13 H17 N O2,219.12602,6.481,--,--,--,--,--,--,--,--,--,--,220.13353
Com_10849_pos,Tryptophanol,--,C11 H14 N2 O,190.11061,4.966,--,--,HMDB0003447,--,Organoheterocyclic compounds,Indoles and derivatives,Indoles,--,--,--,191.11772
Com_10890_pos,Okadaic acid,Okadaic acid,C44 H68 O13,826.43386,9.237,C01945,--,HMDB0030441,--,Organic oxygen compounds,Organooxygen compounds,Ethers,--,--,--,827.44086
Com_10911_pos,Glutathione,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione,C10 H17 N3 O6 S,307.08351,6.046,C00051,map00270  Cysteine and methionine metabolism;map00480  Glutathione metabolism;map01100  Metabolic pathways;map02010  ABC transporters,HMDB0062697,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,308.09079
Com_10923_pos,LDGTS 16:1,--,C26 H49 N O6,471.35738,6.953,--,--,--,--,--,--,--,--,--,--,472.36465
Com_10925_pos,Methicillin,Methicillin,C17 H20 N2 O6 S,362.09874,5.499,C07177,--,--,--,--,--,--,--,--,--,363.10559
Com_11034_pos,Isohomovanillic acid,--,C9 H10 O4,182.05795,5.475,--,--,HMDB0000333,--,Benzenoids,Phenols,Methoxyphenols,--,--,--,183.06525
Com_11041_pos,"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine",--,C10 H16 N2 O3 S,244.08524,5.225,--,--,--,--,--,--,--,--,--,--,245.09258
Com_11054_pos,1-morpholino-3-(4-nitrophenoxy)propan-2-ol,--,C13 H18 N2 O5,282.11956,5.104,--,--,--,--,--,--,--,--,--,--,283.12692
Com_11152_pos,"6,7-dihydro-5H-dibenzo[d,f][1,3]diazepin-6-one",--,C13 H10 N2 O,210.07946,6.503,--,--,--,--,--,--,--,--,--,--,211.08675
Com_11174_pos,2-Methoxyresorcinol,--,C7 H8 O3,140.04794,5.293,--,--,HMDB0133970,--,Benzenoids,Phenols,Methoxyphenols,--,--,--,141.05524
Com_11378_pos,VLK,--,C17 H34 N4 O4,358.25803,5.024,--,--,--,--,--,--,--,--,--,--,359.26541
Com_11393_pos,Palmitoylethanolamide,Palmitoylethanolamide; Palmidrol,C18 H37 N O2,299.28283,6.554,C16512,--,HMDB0002100,LMFA08040057,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Fatty Acyls [FA],Fatty amides [FA08],N-acyl ethanolamides (endocannabinoids) [FA0804],300.28973
Com_11431_pos,cyclohexyl[4-(2-methoxyphenyl)piperidino]methanone,--,C19 H27 N O2,301.20448,5.415,--,--,--,--,--,--,--,--,--,--,302.21179
Com_11480_pos,Alanyltyrosine,--,C12 H16 N2 O4,252.11097,2.402,--,--,HMDB0028699,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,253.1183
Com_11506_pos,Norbutorphanol,--,C16 H21 N O2,259.15334,1.721,--,--,HMDB0041954,--,Benzenoids,Phenol esters,,--,--,--,260.16071
Com_11533_pos,"Octadeca-11E,13E,15Z-trienoic acid",--,C18 H30 O2,278.22507,6.291,--,--,--,LMFA01030777,--,--,--,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],279.23236
Com_11541_pos,7-(2-aminophenyl)heptanoic acid,--,C13 H19 N O2,221.14193,5.397,--,--,--,--,--,--,--,--,--,--,222.14948
Com_11557_pos,"N,N-Dimethyldecylamine N-oxide",--,C12 H27 N O,201.2095,5.891,--,--,--,--,--,--,--,--,--,--,202.21712
Com_11558_pos,DQH,--,C15 H22 N6 O7,398.15622,5.886,--,--,--,--,--,--,--,--,--,--,399.16263
Com_11583_pos,Quinic acid,Quinate; Quinic acid; Kinic acid; Chinic acid; L-Quinic acid; L-Quinate; (-)-Quinic acid,C7 H12 O6,192.06317,1.41,C00296,"map00400  Phenylalanine, tyrosine and tryptophan biosynthesis",HMDB0042004,--,Organoheterocyclic compounds,Quinolines and derivatives,,--,--,--,193.0704
Com_11599_pos,Lenalidomide,--,C13 H13 N3 O3,276.12194,5.954,--,--,HMDB0014623,--,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindolines,--,--,--,277.12881
Com_11705_pos,"N,N-dimethyl-5-nitro-6-[3-(trifluoromethyl)phenoxy]pyrimidin-4-amine",--,C13 H11 F3 N4 O3,328.07695,2.015,--,--,--,--,--,--,--,--,--,--,329.08438
Com_11738_pos,PC (3:0/18:5),--,C29 H48 N O8 P,569.30604,6.004,--,--,--,--,--,--,--,--,--,--,570.31274
Com_11781_pos,L-Saccharopine,"N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid",C11 H20 N2 O6,276.13138,5.191,C00449,map00300  Lysine biosynthesis;map00310  Lysine degradation;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01230  Biosynthesis of amino acids,HMDB0000279,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,277.13895
Com_11802_pos,6-Acetylmorphine,6-Acetylmorphine; 6-O-Monoacetylmorphine,C19 H21 N O4,327.14298,4.646,C11781,--,HMDB0041812,--,Alkaloids and derivatives,Morphinans,,--,--,--,328.15015
Com_11814_pos,7-Ketocholesterol,--,C27 H44 O2,400.33497,11.332,--,--,HMDB0000501,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,--,--,--,401.34229
Com_12020_pos,Hydrocortisone acetate,Cortisol 21-acetate; Hydrocortisone acetate; Cortell,C23 H32 O6,404.21811,6.729,C02821,--,HMDB0000063,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,--,--,--,405.22446
Com_12044_pos,"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one",--,C19 H18 O6,324.09889,5.657,--,--,--,--,--,--,--,--,--,--,325.10617
Com_12059_pos,5-Methyluridine,--,C10 H14 N2 O6,258.08574,4.808,--,--,HMDB0000884,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,,--,--,--,259.0929
Com_12099_pos,LPE 17:0,--,C22 H46 N O7 P,467.30226,9.555,--,--,--,LMGP02050030,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],468.30942
Com_12108_pos,Cafestol,Cafestol,C20 H28 O3,316.20363,7.279,C09066,--,HMDB0035710,--,Organoheterocyclic compounds,Naphthofurans,,--,--,--,317.21091
Com_12153_pos,Monocrotaline,Monocrotaline,C16 H23 N O6,325.15309,4.051,C10350,--,HMDB0034363,--,Organoheterocyclic compounds,Pyrrolizines,,--,--,--,326.16037
Com_12161_pos,3-Methylcrotonylglycine,3-Methylcrotonylglycine,C7 H11 N O3,157.07446,4.867,C20828,--,HMDB0000459,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,158.08154
Com_12179_pos,"3-(2,3-dihydroxy-5-methylphenoxy)-5-methylbenzene-1,2-diol",--,C14 H14 O5,279.11121,5.956,--,--,--,--,--,--,--,--,--,--,280.11844
Com_12210_pos,"methyl 3,4,5-trihydroxycyclohex-1-ene-1-carboxylate",--,C8 H12 O5,210.05276,5.542,--,--,--,--,--,--,--,--,--,--,211.06009
Com_12306_pos,LysoPE 18:2,--,C23 H44 N O7 P,477.28641,7.429,--,--,--,--,--,--,--,--,--,--,478.29361
Com_12368_pos,Lysopg 18:1,--,C24 H47 O9 P,510.29773,6.883,--,--,--,--,--,--,--,--,--,--,511.30508
Com_12415_pos,23-Norcholic acid,--,C23 H38 O5,394.27037,7.337,--,--,--,--,--,--,--,--,--,--,395.27765
Com_12434_pos,TKK,--,C16 H33 N5 O5,375.25431,8.61,--,--,--,--,--,--,--,--,--,--,376.26154
Com_12499_pos,17alpha-Ethinyl estradiol,Ethynyl estradiol; 17alpha-Ethinyl estradiol; Ethinyl estradiol; Ethinylestradiol,C20 H24 O2,296.17747,7.605,C07534,--,HMDB0001926,LMST02010036,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Sterols [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201],297.18549
Com_12615_pos,4-chloro-2-(1H-pyrazol-3-yl)phenol,--,C9 H7 Cl N2 O,212.03543,2.176,--,--,--,--,--,--,--,--,--,--,213.04301
Com_12620_pos,Valinomycin,Valinomycin,C54 H90 N6 O18,1110.63548,10.163,C06684,--,--,--,--,--,--,--,--,--,1111.64392
Com_12636_pos,Milbemycin A3 oxime,--,C31 H43 N O7,541.30338,8.32,--,--,--,--,--,--,--,--,--,--,542.31067
Com_12680_pos,3-Methylcytidine,--,C10 H15 N3 O5,257.10102,2.034,--,--,HMDB0240577,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,,--,--,--,258.10825
Com_12948_pos,Glycolithocholic acid,Glycolithocholate; Glycolithocholic acid,C26 H43 N O4,433.32051,5.925,C15557,--,HMDB0000698,LMST05030009,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Sterols [ST],Steroid conjugates [ST05],Glycine conjugates [ST0503],434.32779
Com_13068_pos,2-morpholinophenyl 1-methyl-1H-imidazole-4-sulfonate,--,C14 H17 N3 O4 S,722.08927,9.541,--,--,--,--,--,--,--,--,--,--,362.05191
Com_13132_pos,"2,6-Dihydroxypurine",--,C5 H4 N4 O2,152.03384,4.734,--,--,HMDB0000292,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,153.04099
Com_13160_pos,THC,Dronabinol; Delta9-Tetrahydrocannabinol; Tetrahydrocannabinol; THC,C21 H30 O2,314.22481,8.62,C06972,--,HMDB0014613,LMPK13120004,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Polyketides [PR],Aromatic polyketides [PK13],Other aromatic polyketides [PK1312],315.23212
Com_13174_pos,QPH,--,C16 H24 N6 O5,380.17708,5.741,--,--,--,--,--,--,--,--,--,--,381.18436
Com_13312_pos,"4-[4-phenyl-3,6-dihydro-1(2H)-pyridinyl]butanoic acid hydrochloride",--,C15 H19 N O2,245.14032,6.068,--,--,--,--,--,--,--,--,--,--,246.1476
Com_13351_pos,N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide,--,C7 H14 N2 O2 S,212.05869,6.176,--,--,--,--,--,--,--,--,--,--,213.06602
Com_13384_pos,"8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one",--,C15 H16 O5,276.09847,5.295,--,--,HMDB0132703,--,Phenylpropanoids and polyketides,Coumarins and derivatives,,--,--,--,277.10574
Com_13403_pos,Carbadox,--,C11 H10 N4 O4,262.06617,1.371,--,--,HMDB0031762,--,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,--,--,--,263.07352
Com_13442_pos,"N,N-dimethyl-9H-purin-6-amine",--,C7 H9 N5,163.08638,4.753,--,--,--,--,--,--,--,--,--,--,164.0938
Com_13614_pos,1-Pyrenol,--,C16 H10 O,218.07345,5.93,--,--,HMDB0013156,--,Benzenoids,Phenanthrenes and derivatives,Phenanthrols,--,--,--,219.0806
Com_13615_pos,alpha-Farnesene,"alpha-Farnesene; (3E,6E)-alpha-Farnesene",C15 H24,204.18787,5.921,C09665,map00909  Sesquiterpenoid and triterpenoid biosynthesis;map01110  Biosynthesis of secondary metabolites,HMDB0036066,--,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,--,--,--,205.19485
Com_13670_pos,1-Methylguanine,--,C6 H7 N5 O,165.06566,4.8,--,--,HMDB0003282,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,166.07301
Com_13682_pos,(2-methylcyclopentyl)(phenyl)methanone oxime,--,C13 H17 N O,203.13112,5.426,--,--,--,--,--,--,--,--,--,--,204.13843
Com_13701_pos,VLH,--,C17 H29 N5 O4,367.22213,5.057,--,--,--,--,--,--,--,--,--,--,368.2291
Com_13716_pos,Betulin,Betulin,C30 H50 O2,442.37798,7.165,C08618,--,HMDB0036838,LMPR0106140005,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Prenol Lipids [PR],Isoprenoids [PR01],C30 isoprenoids (triterpenes) [PR0106],443.38535
Com_13731_pos,Stercobilin,L-Urobilin; L-Stercobilin; Stercobilin,C33 H46 N4 O6,594.34477,5.527,C05793,map00860  Porphyrin and chlorophyll metabolism,HMDB0240259,--,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,--,--,--,595.35205
Com_13737_pos,3-Methoxytyramine,3-Methoxytyramine,C9 H13 N O2,167.09499,4.937,C05587,map00350  Tyrosine metabolism;map00965  Betalain biosynthesis;map01100  Metabolic pathways,HMDB0000022,--,Benzenoids,Phenols,Methoxyphenols,--,--,--,168.10222
Com_13800_pos,ACar 5:0,--,C12 H24 N O4,245.16293,5.194,--,--,--,--,--,--,--,--,--,--,246.17038
Com_13807_pos,Biotin,Biotin; D-Biotin; Vitamin H; Coenzyme R,C10 H16 N2 O3 S,102.04647,5.709,C00120,map00780  Biotin metabolism;map01100  Metabolic pathways;map02010  ABC transporters,HMDB0000030,--,Organoheterocyclic compounds,Biotin and derivatives,,--,--,--,227.08215
Com_13931_pos,ELK,--,C17 H32 N4 O6,388.23217,2.281,--,--,--,--,--,--,--,--,--,--,389.23929
Com_13939_pos,Oleanolic acid,Oleanolic acid; 3beta-Hydroxyolean-12-en-28-oic acid; Astrantiagenin C; Caryophyllin; Oleanolate,C30 H48 O3,438.35099,11.306,C17148,--,HMDB0002364,LMPR0106150004,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Prenol Lipids [PR],Isoprenoids [PR01],C30 isoprenoids (triterpenes) [PR0106],439.35886
Com_13959_pos,Guggulsterone,--,C21 H28 O2,312.20943,7.119,--,--,HMDB0002726,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,--,--,--,313.21674
Com_14008_pos,¦Á-Pinene-2-oxide,--,C10 H16 O,152.12047,5.218,--,--,--,--,--,--,--,--,--,--,153.12776
Com_14071_pos,"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one",--,C15 H20 N2 O,244.15717,5.503,--,--,--,--,--,--,--,--,--,--,245.16444
Com_14108_pos,4-oxo-5-phenylpentanoic acid,--,C11 H12 O3,192.07874,6.436,--,--,--,--,--,--,--,--,--,--,193.08595
Com_14167_pos,"5-ethoxy-2-[(2,3,4,5,6-pentafluorobenzyl)thio]-1H-benzo[d]imidazole",--,C16 H11 F5 N2 O S,396.03527,7.759,--,--,--,--,--,--,--,--,--,--,397.04257
Com_14190_pos,Linustatin,Linustatin,C16 H27 N O11,426.18177,8.067,C08333,--,--,--,--,--,--,--,--,--,427.18918
Com_14194_pos,trans-Cinnamaldehyde,--,C9 H8 O,132.05802,6.034,--,--,HMDB0003441,--,Phenylpropanoids and polyketides,Cinnamaldehydes,,--,--,--,133.06529
Com_14197_pos,2-[(3S)-1-Benzyl-3-pyrrolidinyl]-1-methyl-1H-benzimidazole,--,C19 H21 N3,291.16993,5.893,--,--,--,--,--,--,--,--,--,--,292.17722
Com_14278_pos,N6-Methyladenine,6-Methylaminopurine; N6-Methyladenine,C6 H7 N5,149.07077,4.901,C08434,--,HMDB0002099,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,150.07799
Com_14289_pos,1-adamantyl(piperidino)methanone,--,C16 H25 N O,247.19144,8.094,--,--,--,--,--,--,--,--,--,--,248.19868
Com_14291_pos,"1-O-(3,4,5-Trimethoxybenzoyl)-beta-L-galactopyranose",--,C16 H22 O10,396.10532,5.387,--,--,--,--,--,--,--,--,--,--,397.11218
Com_14301_pos,N-(4-chlorophenyl)-N'-(2-phenoxyphenyl)urea,--,C19 H15 Cl N2 O2,360.06623,1.513,--,--,--,--,--,--,--,--,--,--,361.07352
